N1,N2,T_split,MigRate,Fst,dxy,segsites1,segsites2,pi1,pi2,tajima1,tajima2
150000,5000,7834,0,0.16971444780694256,0.09236231999999864,0.375,0.1242,0.09163918367346735,0.039481877551019964,0.3466184651548066,1.5506604557032313
150000,5000,10076,0,0.3075240891769516,0.09480047999999895,0.3868,0.0181,0.09446751020407955,0.0059467755102041,0.344282801988312,1.6998012618238927
150000,5000,9206,0,0.2643167838963991,0.10164455999999894,0.3781,0.0965,0.0951108571428552,0.023179428571428465,0.46444654642777045,0.2774881235851177
150000,5000,4832,0,0.05557592532380651,0.09739943999999874,0.3975,0.2295,0.09677575510203834,0.0775108571428566,0.3316956134246113,1.878116724088255
150000,5000,7625,0,0.12625010328743747,0.09891519999999904,0.3729,0.1899,0.09519526530612038,0.05828244897959186,0.5257330397799601,1.372002535875807
150000,5000,7388,0,0.23397894169084088,0.10506383999999847,0.4069,0.1162,0.1007142857142831,0.02972734693877489,0.3982657040338467,0.5336698926417074
150000,5000,5815,0,0.1562874280882035,0.10117487999999814,0.4098,0.0979,0.0985868571428546,0.04906244897959202,0.2842980047060853,4.5503109098953285
150000,5000,10390,0,0.06854546542900442,0.09699223999999933,0.3915,0.1856,0.09516938775510002,0.07392751020408234,0.3255868140898183,2.870956495844911
150000,5000,9454,0,0.09033688763551218,0.09238487999999898,0.3594,0.148,0.0917130612244881,0.062439510204081554,0.5240776127463792,3.2560997929640854
150000,5000,8018,0,0.3478138801602496,0.10698599999999749,0.4286,0.0,0.10353771428571126,0.0,0.3007037429799982,nan
150000,5000,10561,0,0.2199977236828603,0.10762799999999816,0.417,0.0767,0.10362073469387492,0.03400261224489787,0.41427685040311235,3.6001491964826418
150000,5000,4411,0,0.06819943907057702,0.09337351999999866,0.4028,0.2051,0.09221681632652794,0.07068440816326496,0.0933285022315724,1.9909129391888727
150000,5000,9375,0,0.11226533223149837,0.09962367999999897,0.3841,0.1566,0.09611289795918147,0.06291281632653091,0.44277540177651775,2.9261997106731163
150000,5000,6999,0,0.14375152311037354,0.10042175999999838,0.4004,0.1543,0.09824326530611976,0.05211453061224506,0.36291506335979123,1.877001386703226
150000,5000,9667,0,0.10606458614554237,0.0941799999999992,0.3709,0.1458,0.0924286530612225,0.059806285714285465,0.42589147679149714,3.064297202461136
150000,5000,6247,0,0.09459348640181198,0.100047679999999,0.3927,0.2048,0.0968713469387731,0.06864000000000088,0.38453530121257584,1.8354536927213798
150000,5000,7489,0,0.11801334907540884,0.1006124799999985,0.4139,0.1483,0.1041559183673443,0.05458791836734705,0.46605090946947164,2.3742411672103847
150000,5000,6734,0,0.12134650424358961,0.09514479999999856,0.3872,0.135,0.09297371428571224,0.05613151020408205,0.27681577376020655,3.1554529870786694
150000,5000,6476,0,0.1510437663611769,0.1014535199999983,0.423,0.10659999999999997,0.10233853061224191,0.047316244897959936,0.30666232097926044,3.6133379364992866
150000,5000,5421,0,0.1262370775972137,0.09029991999999853,0.3877,0.2036,0.08833657142856927,0.05177730612244935,0.07540565685170679,0.5093693903504454
150000,5000,2560,0,0.10321254481368458,0.09693167999999854,0.4202,0.2115,0.09694424489795657,0.060644816326530473,0.12239201919701703,1.0413148991905183
150000,5000,5970,0,0.1997655647101656,0.10687727999999841,0.432,0.1706,0.10572636734693579,0.03684628571428701,0.3526627464040788,-0.1192613765000303
150000,5000,6924,0,0.09589996333900486,0.10153303999999892,0.394,0.1969,0.09889673469387493,0.06862955102040826,0.4555569703969857,2.0550169017007174
150000,5000,6991,0,0.13828017557411032,0.09678591999999872,0.4081,0.1133,0.0957274285714259,0.05081355102040747,0.1857317420291422,3.6896562325102518
150000,5000,5794,0,0.11327376916743193,0.09835007999999898,0.3983,0.1488,0.09652195918367099,0.06015036734693763,0.3132098292011504,2.9667717513683294
150000,5000,6092,0,0.1338356803702072,0.10547431999999829,0.4221,0.1594,0.09935999999999723,0.061788734693877224,0.19929418033330729,2.694990411985825
150000,5000,8750,0,0.36231286117827244,0.10107999999999823,0.3887,0.0002,0.09458816326530387,4.1224489795918366e-05,0.32978352077709466,-0.13690164561164622
150000,5000,8220,0,0.12375474115308016,0.10098199999999823,0.3858,0.1589,0.09504742857142642,0.06243355102040872,0.3793464783088505,2.7815010421825357
150000,5000,6050,0,0.12437893013262724,0.10260479999999816,0.4267,0.1445,0.10082759183673155,0.058981387755101755,0.21409869116466893,3.0311532673344077
150000,5000,5810,0,0.09347239059011081,0.10022359999999837,0.4165,0.1904,0.09849102040816035,0.06768685714285826,0.2169974733443802,2.168850437490165
150000,5000,7643,0,0.1496531819194189,0.1010143199999982,0.4258,0.1817,0.10157534693877299,0.047856163265306555,0.25112502565929196,0.6580298788144261
150000,5000,8288,0,0.13409270346866498,0.09947191999999856,0.3873,0.1314,0.09648832653061006,0.05541012244897966,0.4247533789396361,3.2519600702189604
150000,5000,7856,0,0.3015285699496426,0.09763127999999838,0.383,0.1008,0.09319746938775286,0.01159110204081618,0.3296239710681373,-1.772886415954008
150000,5000,7880,0,0.1465774083244752,0.09558751999999889,0.3815,0.0993,0.09232546938775316,0.04997028571428597,0.3078090975909403,4.584528912042717
150000,5000,8503,0,0.23083780997976755,0.09572847999999858,0.3818,0.1,0.09223428571428342,0.027408979591837232,0.3007678793744404,0.8324558834806811
150000,5000,8305,0,0.3038191326969216,0.10727791999999836,0.4191,0.0247,0.10678179591836529,0.007781387755101993,0.5176528015658896,1.4884880964830427
150000,5000,6075,0,0.10762653204973638,0.10296255999999802,0.433,0.2373,0.10296506122448645,0.06294114285714267,0.2386984329265601,0.6887946978011241
150000,5000,4784,0,0.10761324913709858,0.09422415999999875,0.407,0.1857,0.09213959183673213,0.05969028571428519,0.05143367960778765,1.6101167820372133
150000,5000,5717,0,0.1356207019734017,0.10092791999999857,0.4149,0.1518,0.100019999999997,0.053622857142856944,0.2924597569691919,2.1310111152422397
150000,5000,6318,0,0.14868547138673782,0.10046511999999867,0.3987,0.1441,0.09578832653061001,0.05312522448979537,0.27901494917377234,2.3835654511669646
150000,5000,7900,0,0.2642569212825674,0.10591799999999874,0.4047,0.1449,0.09924522448979305,0.024034204081632135,0.36076434419632253,-0.9406566640650651
150000,5000,5027,0,0.08685593113677947,0.09424959999999863,0.4056,0.2034,0.09281926530612024,0.06555216326530605,0.09176758403818659,1.624269467495255
150000,5000,10522,0,0.191670141616321,0.10111583999999874,0.3838,0.1437,0.09584318367346739,0.04133395918367359,0.43445053468078987,1.055384920092955
150000,5000,6287,0,0.23498605237414805,0.09534583999999902,0.3831,0.0975,0.09300236734693679,0.02512187755101957,0.32022211998076383,0.5633705260978
150000,5000,12342,0,0.3584470551953204,0.10427799999999868,0.3879,0.0004,0.09840008163265047,9.453061224489797e-05,0.49932675776364394,0.13285405113610824
150000,5000,8480,0,0.13761125542665087,0.09685839999999864,0.3883,0.1494,0.0938688979591816,0.052981959183674425,0.3034927323739463,2.1536398952785074
150000,5000,8408,0,0.1326553877656551,0.10414055999999848,0.3866,0.151,0.1010235918367326,0.05847020408163282,0.6247170661076976,2.687912628578135
150000,5000,5622,0,0.16499897888590986,0.10094023999999821,0.4065,0.1558,0.09505934693877344,0.049636408163264305,0.17390859958603272,1.562966803938533
150000,5000,10284,0,0.2960782488279987,0.11046439999999884,0.4038,0.1004,0.10156367346938545,0.018426448979591482,0.4639836998054197,-0.6504948773443618
150000,5000,6706,0,0.0764476913254929,0.10384239999999798,0.4273,0.2113,0.10158751020407851,0.07659836734693877,0.23784620425740188,2.2842281909988
150000,5000,3862,0,0.08480785455469642,0.09683791999999859,0.4257,0.1876,0.09662326530611967,0.06677028571428524,0.061084835792459706,2.175686496861827
150000,5000,9578,0,0.14115124414373859,0.10809359999999858,0.4149,0.166,0.10563877551020177,0.05706718367346904,0.5147641474133807,1.9761483692991975
150000,5000,6532,0,0.0967839200155568,0.09955791999999887,0.3838,0.1884,0.09552163265305932,0.06845289795918438,0.42069848616601957,2.2973862094898396
150000,5000,5832,0,0.0948827124553887,0.10668391999999827,0.4262,0.1663,0.10427853061224221,0.07210832653061208,0.35156675281814026,3.4489656080152566
150000,5000,7039,0,0.1303450798835879,0.09690367999999808,0.403,0.1342,0.09429714285714036,0.054812653061224285,0.1761991870747127,3.0349685648897973
150000,5000,8659,0,0.14606960913285272,0.09972335999999832,0.3953,0.1386,0.09581265306122205,0.05279404081632653,0.31394282487612984,2.5839719960345855
150000,5000,11526,0,0.12269617587182047,0.1020715999999991,0.3959,0.1351,0.09965273469387478,0.05987004081632676,0.46713019817294593,3.603936437911159
150000,5000,7242,0,0.13681238495297576,0.09597247999999865,0.4012,0.1782,0.09465706122448758,0.05108775510204081,0.208156743029178,1.0402158942245687
150000,5000,8390,0,0.11285575879432919,0.09637535999999847,0.3975,0.1662,0.0941939591836716,0.05946269387755115,0.2250802449687331,2.2056966817800014
150000,5000,10331,0,0.16842934392830933,0.09694975999999897,0.3813,0.1042,0.09362073469387537,0.04437746938775491,0.3656511611100238,3.3186241653405153
150000,5000,5545,0,0.10666157154846956,0.09987079999999855,0.4262,0.214,0.10202571428571167,0.059213142857143825,0.2647964579761507,0.8766468366865434
150000,5000,2867,0,0.05889262621411995,0.10555951999999848,0.4525,0.2411,0.10393183673469046,0.08370351020408102,0.10555300265210868,2.0330432891020593
150000,5000,9362,0,0.27410117082124386,0.09576447999999886,0.3672,0.0636,0.09525624489795713,0.013864326530612035,0.5934948405015569,-0.08599851695314868
150000,5000,6689,0,0.17826044545290154,0.0980818399999984,0.4009,0.1418,0.09610204081632413,0.0407059591836728,0.2702195685640202,1.045934613150522
150000,5000,8250,0,0.138046839155196,0.10023703999999814,0.3955,0.12,0.09525763265305863,0.05658081632653226,0.2888956264653428,4.067402318050184
150000,5000,10514,0,0.10025353913620483,0.10372943999999863,0.3993,0.1597,0.1036121632653037,0.06604000000000058,0.5947197795753706,3.119502548952825
150000,5000,7472,0,0.08618930792547674,0.10495951999999868,0.4154,0.2159,0.10265265306122155,0.07395216326530618,0.3917313376883309,1.9565531167208703
150000,5000,5790,0,0.09568619836907866,0.1012283199999982,0.4234,0.1893,0.10094171428571166,0.06615387755101983,0.24875472257455442,2.0698969238950613
150000,5000,5661,0,0.08689904046211594,0.10208039999999793,0.4251,0.1883,0.10039493877550731,0.07112000000000075,0.2119904576422855,2.5328403486896565
150000,5000,9890,0,0.13475507983624269,0.10140711999999846,0.4238,0.1697,0.10170457142856858,0.052940244897959496,0.27460983288925883,1.4545711553140315
150000,5000,7920,0,0.1724109406338511,0.09586711999999846,0.4026,0.1003,0.09190922448979333,0.043433387755102484,0.08265410364643921,3.4352686834914463
150000,5000,6745,0,0.29453945977218177,0.10018807999999903,0.4019,0.1175,0.09713485714285494,0.012060326530612259,0.3026129581604425,-1.9760207426950815
150000,5000,8763,0,0.22098149121088306,0.09577383999999882,0.3887,0.0962,0.09367175510203855,0.02854073469387806,0.2910843662502831,1.2022464009405505
150000,5000,10414,0,0.19518266383668037,0.09418503999999871,0.364,0.0979,0.0909642448979572,0.035881224489796325,0.4373865259970875,2.3456904437190245
150000,5000,6981,0,0.1169264504249179,0.10580183999999843,0.4155,0.1751,0.10278269387754858,0.0645171428571427,0.3958926956325315,2.3810579156548632
150000,5000,7560,0,0.08603103451021155,0.10367551999999847,0.4217,0.1965,0.10235583673469069,0.07214416326530658,0.31957844509296174,2.359999790728378
150000,5000,7984,0,0.20445808496875872,0.10315039999999802,0.4242,0.1116,0.09990024489795626,0.036360979591836505,0.20107180333667826,1.6800378900199906
150000,5000,11191,0,0.25984050983503304,0.10018047999999845,0.3876,0.0949,0.09627346938775266,0.021439102040816276,0.41248956105189954,0.04352923254048492
150000,5000,8714,0,0.10093211233187849,0.09392999999999876,0.3823,0.1426,0.09239028571428358,0.0610241632653063,0.3022800248101081,3.3550120514721926
150000,5000,10525,0,0.2379909996869568,0.10407767999999826,0.402,0.116,0.1004448979591813,0.02767902040816329,0.43678553038936246,0.2516097867914198
150000,5000,10454,0,0.36237625477536284,0.1027199999999984,0.3954,0.0001,0.09614669387754886,4e-06,0.32680410224485,-1.1027964465679785
150000,5000,7240,0,0.182037458063116,0.09695415999999872,0.4119,0.1207,0.09869926530611965,0.0354840816326535,0.26864526815273265,1.1588966044192612
150000,5000,8611,0,0.17776352416199437,0.10114551999999866,0.3894,0.1156,0.09964326530612025,0.04158293877551084,0.5356928809148568,2.23554961488961
150000,5000,8353,0,0.12541403009641494,0.10273135999999808,0.4302,0.1591,0.10255951020407864,0.057110448979592436,0.24862893900336092,2.2248771232130538
150000,5000,7622,0,0.12132964139724156,0.1002125599999986,0.4011,0.1484,0.09680612244897695,0.06024636734693908,0.29707194913478874,2.9952198333042985
150000,5000,10628,0,0.16096890127367625,0.09556279999999878,0.3535,0.0931,0.09144840816326388,0.04667787755101981,0.5816866370143244,4.553225663451858
150000,5000,8997,0,0.27517252143206705,0.10334439999999909,0.3835,0.1136,0.09744024489795697,0.0200448163265305,0.5060130469775486,-0.7667104880782895
150000,5000,9126,0,0.22733527170121615,0.10415263999999877,0.3864,0.0964,0.09777387755101828,0.0333640000000003,0.488888016534276,2.011400725418824
150000,5000,7450,0,0.19403766580258497,0.09767559999999868,0.398,0.1649,0.09662367346938525,0.03523624489795968,0.3204030608051674,-0.1569328611895514
150000,5000,7623,0,0.20659555987459444,0.1039442399999984,0.4058,0.1922,0.09772816326530344,0.0389702040816324,0.28848647514161585,-0.3361346884350425
150000,5000,8006,0,0.1589145360718186,0.09884407999999877,0.3958,0.0978,0.09705379591836516,0.04641893877550915,0.3603901358940246,4.116096309051634
150000,5000,10231,0,0.255191669214053,0.10231503999999872,0.3805,0.072,0.09315191836734481,0.02827191836734731,0.35389993904831096,2.770723498328293
150000,5000,10173,0,0.1919626333322152,0.1045656799999987,0.4065,0.1083,0.10337363265305871,0.03839755102040786,0.5096517964733622,2.1505160164370083
150000,5000,10338,0,0.13438643214745016,0.10116143999999822,0.4122,0.1259,0.10112514285713989,0.05326089795918398,0.3623896467527412,3.2737483909539495
150000,5000,7425,0,0.1138893462764361,0.10287471999999818,0.4231,0.162,0.10279959183673193,0.06087624489795933,0.3236121246462538,2.500726812544469
150000,5000,4890,0,0.0932257683284704,0.09868831999999797,0.4153,0.1913,0.0969685714285687,0.06674514285714261,0.1680362701300515,2.0607032718305107
150000,5000,9557,0,0.35182569223553484,0.0964072799999988,0.3568,0.0178,0.09099036734693655,0.0014604897959183622,0.5213501794820113,-2.27877727796478
150000,5000,6991,0,0.11666386346407764,0.09594071999999869,0.3854,0.1414,0.09516742857142614,0.05662024489795863,0.3886541148183063,2.9039833268666753
150000,5000,6658,0,0.26389869822653544,0.10005031999999839,0.3868,0.0963,0.09705036734693608,0.019489306122448754,0.45389003680226797,-0.34175607299133576
150000,5000,7347,0,0.19463466173669575,0.10591591999999787,0.4358,0.1066,0.1041328163265274,0.03867404081632719,0.2576065505453772,2.2855028178089496
