==================================================================
fastsimcoal started on 26/06/2025 at 14:44:46

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
773	1	data unknown	696.339	0	0
774	1	data unknown	1001.43	0	0
775	1	data unknown	662.048	0	0
776	1	data unknown	698.41	0	0
777	1	data unknown	907.7	0	0
778	1	data unknown	998.825	0	0
779	1	data unknown	1771.22	0	0
780	1	data unknown	1811.17	0	0
781	1	data unknown	1440.75	0	0
782	1	data unknown	664.303	0	0
783	1	data unknown	571.732	0	0
784	1	data unknown	2430.66	0	0
785	1	data unknown	403.595	0	0
786	1	data unknown	2945.86	0	0
787	1	data unknown	680.908	0	0
788	1	data unknown	507.587	0	0
789	1	data unknown	2758.56	0	0
790	1	data unknown	539.89	0	0
791	1	data unknown	713.017	0	0
792	1	data unknown	1823	0	0
793	1	data unknown	1511.8	0	0
794	1	data unknown	1013.73	0	0
795	1	data unknown	2330.32	0	0
796	1	data unknown	2875.49	0	0
797	1	data unknown	744.816	0	0
798	1	data unknown	869.156	0	0
799	1	data unknown	1039.15	0	0
800	1	data unknown	2428.78	0	0
801	1	data unknown	4514.05	0	0
802	1	data unknown	642.021	0	0
803	1	data unknown	1357.03	0	0
804	1	data unknown	3269.98	0	0
805	1	data unknown	535.416	0	0
806	1	data unknown	3997.88	0	0
807	1	data unknown	361.519	0	0
808	1	data unknown	965.607	0	0
809	1	data unknown	845.699	0	0
810	1	data unknown	816.132	0	0
811	1	data unknown	1403.05	0	0
812	1	data unknown	2964.83	0	0
813	1	data unknown	989.719	0	0
814	1	data unknown	1349.78	0	0
815	1	data unknown	804.108	0	0
816	1	data unknown	529.625	0	0
817	1	data unknown	1977.93	0	0
818	1	data unknown	2824.97	0	0
819	1	data unknown	740.917	0	0
820	1	data unknown	937.939	0	0
821	1	data unknown	3890.36	0	0
822	1	data unknown	782.314	0	0
823	1	data unknown	1672.68	0	0
824	1	data unknown	1055	0	0
825	1	data unknown	1727.96	0	0
826	1	data unknown	1042.98	0	0
827	1	data unknown	564.278	0	0
828	1	data unknown	3083.42	0	0
829	1	data unknown	2216.93	0	0
830	1	data unknown	525.776	0	0
831	1	data unknown	1334.4	0	0
832	1	data unknown	519.257	0	0
833	1	data unknown	572.453	0	0
834	1	data unknown	822.941	0	0
835	1	data unknown	2394.66	0	0
836	1	data unknown	1808.18	0	0
837	1	data unknown	867.31	0	0
838	1	data unknown	1974.23	0	0
839	1	data unknown	107.918	0	0
840	1	data unknown	1299.32	0	0
841	1	data unknown	1663.86	0	0
842	1	data unknown	1164.52	0	0
843	1	data unknown	1026.71	0	0
844	1	data unknown	1375.57	0	0
845	1	data unknown	1253.22	0	0
846	1	data unknown	745.651	0	0
847	1	data unknown	1146.51	0	0
848	1	data unknown	3404.44	0	0
849	1	data unknown	1691.32	0	0
850	1	data unknown	611.076	0	0
851	1	data unknown	2783.62	0	0
852	1	data unknown	3471.15	0	0
853	1	data unknown	1211.06	0	0
854	1	data unknown	1442.91	0	0
855	1	data unknown	1417.73	0	0
856	1	data unknown	1467.46	0	0
857	1	data unknown	1313.88	0	0
858	1	data unknown	955.914	0	0
859	1	data unknown	1230.73	0	0
860	1	data unknown	872.635	0	0
861	1	data unknown	741.638	0	0
862	1	data unknown	7023.52	0	0
863	1	data unknown	645.077	0	0
864	1	data unknown	1392.46	0	0
865	1	data unknown	6421.79	0	0
866	1	data unknown	854.397	0	0
867	1	data unknown	1038.14	0	0
868	1	data unknown	1653.37	0	0
869	1	data unknown	575.241	0	0
870	1	data unknown	688.267	0	0
871	1	data unknown	1234.15	0	0
872	1	data unknown	685.024	0	0
873	1	data unknown	2136.9	0	0
874	1	data unknown	2274.67	0	0
875	1	data unknown	1997.73	0	0
876	1	data unknown	620.857	0	0
877	1	data unknown	502.899	0	0
878	1	data unknown	3707.96	0	0
879	1	data unknown	506.054	0	0
880	1	data unknown	1498.2	0	0
881	1	data unknown	1272.87	0	0
882	1	data unknown	1872.86	0	0
883	1	data unknown	2796.58	0	0
884	1	data unknown	3711.28	0	0
885	1	data unknown	1416.08	0	0
886	1	data unknown	679.955	0	0
887	1	data unknown	901.794	0	0
888	1	data unknown	593.212	0	0
889	1	data unknown	1083.1	0	0
890	1	data unknown	3970.04	0	0
891	1	data unknown	608.063	0	0
892	1	data unknown	1375.84	0	0
893	1	data unknown	710.438	0	0
894	1	data unknown	1654.47	0	0
895	1	data unknown	198.593	0	0
896	1	data unknown	2129.44	0	0
897	1	data unknown	1090.29	0	0
898	1	data unknown	772.655	0	0
899	1	data unknown	1371.07	0	0
900	1	data unknown	1642.36	0	0
901	1	data unknown	1163.36	0	0
902	1	data unknown	6613.72	0	0
903	1	data unknown	784.1	0	0
904	1	data unknown	531.91	0	0
905	1	data unknown	3558.49	0	0
906	1	data unknown	1939.69	0	0
907	1	data unknown	759.136	0	0
908	1	data unknown	1123.15	0	0
909	1	data unknown	4289.63	0	0
910	1	data unknown	294.228	0	0
911	1	data unknown	3494.96	0	0
912	1	data unknown	2473.98	0	0
913	1	data unknown	719.54	0	0
914	1	data unknown	921.188	0	0
915	1	data unknown	1840.89	0	0
916	1	data unknown	510.723	0	0
917	1	data unknown	2631.2	0	0
918	1	data unknown	77.6672	0	0
919	1	data unknown	365.448	0	0
920	1	data unknown	774.021	0	0
921	1	data unknown	1196.93	0	0
922	1	data unknown	1453.87	0	0
923	1	data unknown	3064.5	0	0
924	1	data unknown	4616.65	0	0
925	1	data unknown	640.82	0	0
926	1	data unknown	788.647	0	0
927	1	data unknown	1175.85	0	0
928	1	data unknown	1778.87	0	0
929	1	data unknown	627.903	0	0
930	1	data unknown	2147.42	0	0
931	1	data unknown	1722.74	0	0
932	1	data unknown	1105.05	0	0
933	1	data unknown	2984.33	0	0
934	1	data unknown	1188.3	0	0
935	1	data unknown	1302.58	0	0
936	1	data unknown	1771.59	0	0
937	1	data unknown	1131.81	0	0
938	1	data unknown	636.574	0	0
939	1	data unknown	1734.17	0	0
940	1	data unknown	5245.35	0	0
941	1	data unknown	531.574	0	0
942	1	data unknown	1532.52	0	0
943	1	data unknown	1052.3	0	0
944	1	data unknown	718.452	0	0
945	1	data unknown	1357.94	0	0
946	1	data unknown	803.074	0	0
947	1	data unknown	2815.28	0	0
948	1	data unknown	1036.14	0	0
949	1	data unknown	1057.58	0	0
950	1	data unknown	800.671	0	0
951	1	data unknown	5436	0	0
952	1	data unknown	2964.16	0	0
953	1	data unknown	1677.25	0	0
954	1	data unknown	1754.39	0	0
955	1	data unknown	1651.88	0	0
956	1	data unknown	986.37	0	0
957	1	data unknown	807.243	0	0
958	1	data unknown	819.794	0	0
959	1	data unknown	3894.19	0	0
960	1	data unknown	520.367	0	0
961	1	data unknown	1086.53	0	0
962	1	data unknown	1358.4	0	0
963	1	data unknown	1094.9	0	0
964	1	data unknown	873.207	0	0
965	1	data unknown	920.486	0	0
966	1	data unknown	2000.26	0	0
967	1	data unknown	1426.98	0	0
968	1	data unknown	843.208	0	0
969	1	data unknown	1955.49	0	0
970	1	data unknown	488.548	0	0
971	1	data unknown	1052.59	0	0
972	1	data unknown	345.001	0	0
973	1	data unknown	720.642	0	0
974	1	data unknown	978.657	0	0
975	1	data unknown	581.131	0	0
976	1	data unknown	3040.77	0	0
977	1	data unknown	1537.65	0	0
978	1	data unknown	645.332	0	0
979	1	data unknown	1738.16	0	0
980	1	data unknown	559.002	0	0
981	1	data unknown	627.148	0	0
982	1	data unknown	946.079	0	0
983	1	data unknown	526.592	0	0
984	1	data unknown	1892.97	0	0
985	1	data unknown	2979.38	0	0
986	1	data unknown	1083.11	0	0
987	1	data unknown	1113.39	0	0
988	1	data unknown	636.181	0	0
989	1	data unknown	422.516	0	0
990	1	data unknown	3824.63	0	0
991	1	data unknown	2334.1	0	0
992	1	data unknown	1683.72	0	0
993	1	data unknown	617.619	0	0
994	1	data unknown	3399.48	0	0
995	1	data unknown	730.762	0	0
996	1	data unknown	1504.45	0	0
997	1	data unknown	870.19	0	0
998	1	data unknown	2576.52	0	0
999	1	data unknown	504.795	0	0

